review_id,user_id,business_id,stars,date,text,useful,funny,cool
2FTExnF13YHnOdBYekJN6g,bMmvU-5u9f_Hlfe4UWTGpA,A3hwreijrD8HcjDI7PIAgg,2,2017-01-06,"I've had good experiences here and terrible ones.

Today my co-worker went to pick up my order. I'd ordered a tall Pike's Pace with a shot of espresso, but they made me a Grande Chestnut Praline Latte....which I don't like.
No one that I'd ordered with had chosen a drink even remotely similar, so we have no idea how this drink came to be my order.

The week of Christmas 2016, Starbucks was running a special of 1\/2 off a holiday drink with the purchase of a holiday sandwich. However, the person I was ordering from didn't know what my sandwich was that I was ordering, so I had to choose a different one, and then I did not get the 50% off my drink.",1,0,0
zxfumrdFXha1NIZD2F7sAA,qy79NsGGJZq_nJkrECrDbA,RRWJ1l8YDNYKh8LV7QRabw,4,2017-12-10,It's a good place customer service is dope recommend. They are always in top of there game and this place is amazing,0,0,0
9ZbH6x-HkTQb_H8ot8X-Ww,62IDDcERQaYe86babxUa4w,lGy7jJ9oVZUJNkmZj7ewgA,4,2014-06-08,Love this place. I eat breakfast\/lunch here at least once every time I come to Vegas.  They have a good menu with many different options.  The chicken and waffles are awesome.,0,0,0
_jWZqM8QQeVPRdPmfkYcUg,62IDDcERQaYe86babxUa4w,BLIJ-p5wYuAhw6Pp6mh6mw,4,2014-06-08,"Love this hotel!!! Stayed in the ""Forest Gump"" room. It had memorabilia from the movie and a great view of the Eiffel Tower. I love gambling here  as well at the Pleasure Pit.  Overall this is an awesome hotel\/casino.  I recommend checking this place out!  The only thing I don't like is that they recently started charging a resort fee. But, I still love this place...",1,0,0
QcDnddjdX5os4Gb3Nu7ypg,Aj2IZibnWlSD1wWdqe1bqQ,ptmG_KjwGVszU0sPpFGXJQ,5,2014-11-19,"Love this place make my usual run when I'm in the market. Great variety of fresh  deli meat and cheeses from around the world. You want some quality ,this is the place to hit . But what binds it for me , its the great staff . friendly and knowledgeable. I cant say enough about this gem in the St Lawrence Market .No problem in letting you taste the great products.  And lets not forget , Angie is smoking hot !! But if your having friends over  and looking for amazing products to give your party that wow factor this is the place",0,1,0
MdWcCAc4j_dawQNccK8-pw,Aj2IZibnWlSD1wWdqe1bqQ,BlrvqjGanZvjlNsnIyvAXQ,5,2015-06-10,"Delivery .Regina has been around a long  time. Its been around since I was a kid when lived around that area . I live downtown King and Church and was pleasantly surprised that they delivered all the way down here a few years ago . Always nice people when you place an order. I always enjoyed the Pizza,  Regina Special and have ordered sandwiches and pastas from here as well never disappoints . Always good food and the delivery is actually quick . They are still around for one simple reason....... the food is good !!!!!!",2,0,0
R9p3ug8zNPvawYX_jsO0UA,Aj2IZibnWlSD1wWdqe1bqQ,Tknj3u-3CZTI-q52saTAIA,1,2012-09-12,"If you want the ""I don't give a shit "" attitude from some of the service dept staff take you car for service here . Horrible experience from the service dept staff not all but all it takes is one. First a last time I take my car there. Avoid if you can",2,0,0
hdXYy-Jyq4pqPzJlgt2aeg,Aj2IZibnWlSD1wWdqe1bqQ,gsqm34KlLnOgo-yNPbZbYw,1,2015-10-01,"This location is the worst, food quality fails big at this location . I used to order frequently . But it seem the food is horrible dried out most of the time . I stopped ordering from here I have complained to Cara on 2 occasions , but it seems that they don't really care about the customers, that this particular location delivers to . I'm assuming cause its a franchise. This restaurant gives Swiss Chalet a bad name. The manager promised correct the problem, but he's full of it. It seems like they give people dried out day old chicken and get away with it, when you complain the give you half the cost of the meal and actually expect you to order from them again. Beware",3,1,0
-sJToPgdtuLp5keB3JAHww,Aj2IZibnWlSD1wWdqe1bqQ,Zq9WPT7ZAOYlQ0GV8OQWKQ,5,2016-08-14,"Wow my second time here and, I live around the area.  I got to tell ya there is some goooood shit coming out of here. Chicken is tasty and juicy, the potato wedges are probably the best I have ever had, nicely seasoned . Everything is cook to order, nothing frozen. One of the owners who I had the pleasure of meeting is a real nice dude and the rest of the staff are just real cool cats and lets not forget the real nice lady that works there,  I Inquired about the sauces and she was a real sweet hart and brought me a little taste of each to try, which I really appreciated.  Real Inviting . I got the 10 piece and large potato wedges for the second time and I did not disappoint just simply delicious. If you like fried chicken ""you got to eat here"" (stole that line). If your around the area have a taste for yourself, f I'm pretty sure you wont be disappointed.",0,0,0
anZLC_CHi1Tfei2xkzHe_g,Aj2IZibnWlSD1wWdqe1bqQ,BCknXEeT9vXQzKGHotsJKQ,5,2015-07-09,"Real Consistent food coming out of here. This time I ordered ahead for pick up. Friendly and courteous I Ordered my usual double cheese burger with putin ,and as usual my other half has her chicken burger with a side of onion rings ,this is probably our 5th time at this location and again, great burger ,good flavour, cooked nicely, the putin was good  and covered in nice tasting  gravy. The chicken was very good according to her and we both enjoyed the onion rings. Nicely done, my compliments to the staff.",0,0,0
va0JqH6yaHlQYoiMqu0SQg,Aj2IZibnWlSD1wWdqe1bqQ,UN0UwUh7jaeX6Jg3lZImCg,2,2016-08-12,"I'm a big burger fan and I wanted to check this place out since it open on Yonge Street. First Impressions the guy that served us was really pleasant and friendly, he recommended the signature burger , we both got one and since I was really hungry I also got the Big Chuck, we also got onion rings and fries. We got them to go. $52.00 .Unfortunately I was not Impressed, the patty had a filler which was easily detected, I have been to many Burger joints ,and you can tell when there is no filler in a burger patty, we both agreed that  the signatures were disappointing, The Big Chuck, which is their take in a Big Mac, I think I would have preferred the Big Mac, did not like their take on the sauce, fries where ehh...... I think the only thing we both enjoyed were the onion rings. When you spend $52.00 on burgers I was hoping to get a good burger at the very least. First and Last time I visit Holy Chucks, they say "" you get what you paid for"" In this case I got ripped off. Would not recommend.",1,0,0
Uf8A7BS6NHeVi3Jc61feMg,Aj2IZibnWlSD1wWdqe1bqQ,hlrZHM4D48XiQtXh6cRg_w,1,2012-08-11,"Dont waste your money here. Substandard food. This place rides on name alone.You could make better pasta at home . Do yourself a favour and pay a little extra to eat somewhere else. If you love pasta ,this is NOT the place to have it at. I payed $18.00 for a Penne and Chicken and  it was mediocre at best. I should have gotten the hint after seeing the parmessan cheese in a jar on the table. I didnt even stay for the coffe and Ice cream that came with it.",0,0,0
u-UZFslTsTNd8HsA8ec-Xw,Aj2IZibnWlSD1wWdqe1bqQ,S-RaYhvlDg8rgEOxaFeLHw,2,2015-01-06,"I have been ordering from here for years but in the last year ,the quality has disappeared from the food. Its too bad cause it used to be a real good food coming out of there. My resent , I ordered 5 items easy $60 bucks , Half my ribs looked like they where from the day before ,barely any chicken in my soo guy and everything  tasted like everything had been cooked in really old oil. pretty sad. If the owners are reading this .get you sh$t together, the food is getting pretty bad listen to your customers or your going to have no customers. people don't appreciate paying good money for lousy food",1,0,0
-ngBuBWiX6juTp-WBzPknQ,Aj2IZibnWlSD1wWdqe1bqQ,BOhaMeDfrPRFpGRiA11mAA,5,2013-04-04,"Woodchester is top notch , the parts staff a the service staff are on the ball . I have been to st Clair Nissan , wich is a lot closer to my home but the service there is horrible and the staff don't give a rats ass. I prefer to drive the extra 45 minutes to woodchester to get good service .",0,0,0
eCrflUqObPd98GvYKKRt0A,Aj2IZibnWlSD1wWdqe1bqQ,RyDiwx4xD3Lx8sWHx1aFlQ,1,2015-06-10,"Unfortunately I was looking forward to trying this place. But when we got in, we sat for 2 minutes and we  could not breath . Just not ventilated enough for both of us and it was way too smoky . very small place. If I do make it around again maybe ill try take out. Rating just based on our experience of the restaurant itself not the food",1,0,0
YcprgH8Zx2OPtZARD2gpCQ,Aj2IZibnWlSD1wWdqe1bqQ,wSojc-y-d7MWiGWdy8deCg,2,2014-05-27,"Was really looking forward to some good brisket, its one of my favs . Saw a lot of reviews about this place and I wanted to see and taste for myself. Well the staff are really nice and very courteous. ordered the lunch sampler platter with brisket and ribs my girlfriend ordered the lunch sampler with chicken and ribs. I was not impressed by any means I have had fresh brisket that just melts in your mouth ,but this looked and tasted like re-heated brisket ,looked and tasted dry .Try to mask it by putting sauce on it . I have  had better brisket from Fat Louis  food truck than this. Very disappointing.Was not impressed by the ribs either , barely any meat mostly bone with a spicy kick . I asked my girlfriend about her chicken ,chicken is her thing. She showed it to me and it was still pink and raw ,turned her off right of the bat and she didn't  even touch her ribs.The thing I enjoyed the most was the fries and she enjoyed the soup. If this is the kind of food they are pushing out its is very disappointing. this place is way over-rated, food wise. I expected fresh melt in your mouth brisket , Its a smoke house, and it fell way short of that. The thing this place has going for it is the staff and that's about it. If you think this is good  BBQ, your sadly mistaken, or you don't know or have  NOT experience good BBQ. I'm giving it 2 stars simply cause of the staff. Maybe my expectations were a little to high ??",0,0,0
VClGo1b2bKKwAHF_rxVC1A,Aj2IZibnWlSD1wWdqe1bqQ,RF9rkD4xTD4u0T7lSHXftw,1,2014-05-06,"I have been calling and E-mailing this store for the past 2 days to purchase  jerseys. Left message ,no call back, and no E-mail response. I guess this is the kind of customer service Real Sports apparel provides. Don't waste you time. Ill be Taking my business elsewhere.",8,2,0
fLrHrq_C6Rea6AD0Tr5vzw,Aj2IZibnWlSD1wWdqe1bqQ,pfPTLPX-M0i_hjF_a6lNYA,1,2012-08-23,"Dont waste your time getting near the traffic nightmare you will encounter once you get near the event, I waited an hour from the foot of Lakeshore and Yonge to The Esplanade to get in to the municipal parking garage, I didnt bother to park, headed right to Jarvis which took another 45 minutes just to get the hell out of there. Construction site at Yonge and another construction site at Jarvis. Organizers should have taken this into account Take TTC if you dont want the traffic nightmare.Badly Organized. Event is expanding need a bigger venue with parking. Too bad cause some talented performres at these events,just not worth going cause of the traffic",0,0,0
6P_oYxAfFvFqKVbcAQIVWw,MrDgFmPTbUU3W_ED-4uONA,ZbQC5MCxZPg2HhrQ2VV4lw,1,2017-11-20,"Never again!!    I rented a car at the Providence RI airport for three days.
My estimated charge was $199.  When I returned the car, the actual
charge was $321.25!!!   Because there was an accident heading to the airport and I was 42 minutes late, I incurred all of these extra charges!
I will NEVER rent from this company again!!!",0,0,0
sG4M3vRLumEte4F17ypAlw,fh_daewOXnMqE0O8o2py-A,nnDLapJk1z2NJE0-XzwMlQ,3,2012-04-03,"Had their ""signature"" dry aged NY strip. Not very special. Go for the rib eye or Prime rib. Service was great, but for the price the food could be much better.",0,0,0
5-c3L7jWbvYNYt6MPa905g,6KM2pWFcsHYf4Nr9cRoE1w,KxHDiCOhHWQu_VOw8DMfJA,5,2014-10-19,"Phenomenal brunch menu and coffee.

The Hole in the Wall has quickly turned into my favourite brunch place in the Junction. I've eaten through most of the menu (though it changes regularly), and every item has been delicious from Full English, to Huevos Rancheros and duck confit poutine. Fresh, well seasoned-consistently scrumptious. 

The staff is always charming, engaged and knowledgable, and they are now serving great coffee from La Crema down the road. 

Highly recommended.",0,0,0
ajxpwr8Znxp3qUufVejdIQ,6KM2pWFcsHYf4Nr9cRoE1w,RCecFvaY8EWy9zP_0DkxTg,2,2014-10-19,"Looks better than it tastes - appetising menu is let down by poor execution. 


Pros: 
Good selection of beers on tap and in tall cans, and reasonably priced.
Nice decor and ambiance - we were able to follow a Leafs game on TV but the volume was low enough to hold conversations. 
Service was cheerful and accommodating, if a bit slow (albeit it was a busy Saturday night). 

Cons: 
The food. My fries were cold - twice. The ""carnivore"" plate had little protein. The soft-shell crab sandwich was clearly undercooked. Really below par for a bar, let alone a ""gastro-pub"".",0,0,0
aO4LpdlFCd9Ui4FDvFtRzA,6KM2pWFcsHYf4Nr9cRoE1w,7S1psNlgwz8g_OsxLOA26w,1,2014-07-16,"Very scant selection of electric guitars matched by incredibly pushy sales staff.

The sales staff aggressively pushed equipment I was not interested in and, when I described why I was not interested, the sales person became aggressive and offensive. 

I came because they are an Eastwood dealer - no Eastwood guitars.",0,1,0
DpTiNXiy5a6zQ-h4tik6ow,Tr1ulYYAHAw5FzEQQwZEJQ,k2b3niokS_tosjah_rzCPw,3,2016-05-12,"The food it's great. the bread they give with your meal is yummy as well.The building is beautiful. in many ways I feel like this is a five start place. except when it comes to service. they seem to have a couple of great people and a lot of people that don't seem bought it. Because of the I don't care of can't be bothered attitude it great impacts the service. 
It is sad, because I never had a bad experience at there Decatur and Flamingo location.",1,1,0
hvQ59-ojB2W0fMIa_HFmew,Tr1ulYYAHAw5FzEQQwZEJQ,MVgTNrbHjQnRNY4QaYIrbQ,4,2015-05-03,This is still a somewhat newer walmart. The staff here is much better than the store on Craig and mlk.,0,0,1
AZNjDwNz-vzVdJqhxMN78A,Tr1ulYYAHAw5FzEQQwZEJQ,e2ApirIzYID9xIye0r_gKQ,5,2017-05-10,"While the same grumpy horrible shift manager works here. The food is just so yummy I had to come back. And the manager is so bubbly and sweet as are 99% of the people that work here. 

The tables are kept clean, they come around often and check in with you. 

Just keep in mind the food is cooked to order and avoid the drive through, its just not very quick.",0,0,1
bkP8s65BNSVqHbkF1Qe4Gw,Tr1ulYYAHAw5FzEQQwZEJQ,FvVSy2r7_zDEhZWqLgjXNQ,5,2016-02-07,"Fresh bread, muffins and of course bagels. The food is great, very fresh. Large portions, several side choices for the sandwhichs.. fries big enough to share. Breakfast come with a bagel.
The staff is refreshingly pleasant, always full of smiles. They frequently visit to ensure everything's good. Oh and you can seat yourself most days. 


Tons of parking and a newspaper boy that works right outside. Oh and small and large booths",1,0,0
czeJADAcbuNXH2c376NbGw,Tr1ulYYAHAw5FzEQQwZEJQ,XkvvUNCmLIvOts0OftXegw,4,2015-09-06,"The German pancake is great, it's a very light tasting meal, I recommend giving it a shot. You combine butter powder suger and lemon juice inside the pancake bowl.
Or
The omelets are yummy but take awhile to cook because of the size. Unlike other places that fold the egg in half. There's is the size of a plate. 
The location on flamingo and fort apache is very clean. The booths aren't broken down so here's plenty of cushion.",0,0,0
XKY4CAjWtKQbCix608Lgeg,Tr1ulYYAHAw5FzEQQwZEJQ,V_-TRlgkgqpK8QzcC9uYlg,5,2015-06-08,"If your like me and are trying to make some changes to your eating habits. While avoiding  cooking meals for 6 plus. this is a great store to visit. they are 24hrs and in the same shopping center as  my gym. So what I have been doing is going there in the morning for whatever  items I need for my shakes that day or week (protein.) They have  small meals prepared that are prefect for two. So we have been grabbing lunches and dinners there to. 
You do pay just a little more, but it is partly due to the short  shelf life of  foods without preservitives.",0,0,0
FMXER_6R6URYBpV6TYPn9A,Tr1ulYYAHAw5FzEQQwZEJQ,rV1nkTx58v_q7YGDkGzfxQ,5,2016-06-10,"where to start...
a few months ago I slammed.my truck into a curb. I destroyed the wheel and rim. took the truck to Discount tire to get replacements, which they were able to do. They got a factory rim and a new tire the following day. It could have been same day but the I had miss there delivery from the dealership. 

I took it to get it aligned across the street and they said they did the best they could. They're best was well really bad the stirring wheel if you hold it straight the truck would go straight but if you left go the house whole truck went to the left. 

Discount Tire told me they recommend going to Quality Star down rancho. we brought it to them. Later that day they said it would be bout 500 for a control arm thats cracked. But it's still pulling so they need to work on it. Later that same day they called and said it would be another hundred and something for another part. they were really sorry but they are trying to fix it but they keep find problems.  We went down to pay and see it is was down. when we got there they were test driving it. but told me the bill was now eight hundred and something. I was annoyed but just wanted my truck fixed. however when they were done with the test drive he said it's better but not perfect and ask for more time. we let them keep it a few more days but  when we would call for updates it was just a run around. 
I had a gut feeling something was wrong so we went down and said we just want the truck back. they gave us a speech about how it's a process and we should turn it into insurance because the whole front end on the passenger side needs to be replaced. I said hell no and took my truck home on the way I noticed if you hold the wheel level it now went to the left and it you let go it quick pulled to the right. so I had to fight to keep it straight. I also notice when I got home they banged my drive side door frame so I am missing paint along the door

we called a relative worried bout the truck and not sure where to go or what to do. 
He told me to take it to Arrow Alignment and they would take a look. He sends all his customers there that have issues  with there alignments. 
We made an appointment and took it in this morning. They are pretty far from me. the Mechanic talked to us for a few minutes and asked for some background about the problem. 
he said the give him about an hour. 
I went back to work fearing another big bill. but thankfully that didn't happen. I went down and he said he fixed it. that it was the alignment and also the wheel as it had worn wrong because of how I had been having to drive it. Then the most unexpected thing happened. he didn't charge me a dime and said I had already paid enough and he was sorry it was so much trouble to get fix.",4,2,3
_hrZCk3twA1g0TSGJh0iig,Tr1ulYYAHAw5FzEQQwZEJQ,mlr5x0WpfCSjhca5q-hmMA,1,2016-09-05,"I love Smiths as a company and have experienced some of the best customer service. Until this location on tropicana and jones. My brother in law is an avid hot wheel collector and all the smiths recently got  new hotwheel sode kicks. We have visited every one in the nw to the sw and all of them minus this one pulled them out and let him buy what he wanted. This one has them out in the box on with the seasonal stuff but the isle is blocked and the mgr would not let us buy any. Told us to come back in 2-3 days. 

I never understand when a store refuses to male money buy selling products",0,0,0
6HcFiAwnc1gpuZyfYxgX0Q,Tr1ulYYAHAw5FzEQQwZEJQ,PIfTnP_ZwhBufxLJAPHs7g,2,2015-08-16,"I recently got a new puppy ""Sola"". That of course means I need supplys, as my other dog ""Luna"" has her own beds and kennel. While I was walking around an employee who we believe was a supervisor approached us and ask if we needed help. She then went on to explain about this puppy coupon book. It was 19.99 and it gave you a discount on a kennel mat, which she said even though it said Kong mats they could use it for any of them. Then there was a discount on food bowls, she again said any kind. Discount on treats and food. Lastly there were so great discounts on training. Classes, doggie daycare etc. So we're thinking great this will help a lot. 

The kennels were pretty expensive, they have one thats a camping kennel. It's great as the dog gets old as she's a small breed and will me sleeping in it next to my bed. It was 59.99 but the one I purchased for my other dog at another business was 25. 

The bowl selection was okay, they was a lot of glass and plastic ones. I preffer the stainless steel. I found a nice one for a fair price. 

Food is the reason I come here. They have a great selection and hills makes a food Luna loves so we grabbed there puppy food and I though it was a good price at 15.00.

Treats a toys we had no issues finding.

When we went to check out the line was backed up and only one cashier. I thought this was going to become a nightmare quick as the customer at the register was a ""complicated order"". But the cashier noticed the line and got some help. 
This is were out visit went down hill. The lady that came up started ringing us up. Telling us nearly every item we got wasn't covered but the coupons. We tried to explain that we picked items that an employee directed us to. She just said ""well who told you that, what's there name what do the look like."" Lucky enough the supervisor walked by and the cashier didn't bother to ask her what she told us.  So we were just not going to get the coupon book. Then the camping kennel rang up as .01 so the second cashier said they cannot sale it. I told her you have it on the shelf with a price and item I'd number on the shelf that matches the item, what do you mean I cannot buy it. She said they .01 means they don't carry the item anymore and cannot sale it. It means they used to carry it. It's a kong brand that they have a large selection of sizes. They had 12 or more of varying sizes. Her logic blew my mind, ""we used to carry it"" hello I have the item in my hand so you clearly still do. They did not bother to ask a manager. Also we were not asking for a discount. So petsmart would have made 200.00 but instead I left everything and went to a cheaper competitor and got the same bed for half. 

I am loyal to company's that treat me well and value my business as well as empower there people to keep the sale.",1,0,0
i45utRaVnC_kCMSZHxbHAg,Tr1ulYYAHAw5FzEQQwZEJQ,wRY_ZJU8-z2QWTqtgoumGA,5,2017-07-30,Locally grown yummy food. The philly cheese steak sandwhich with a side of ranch is great. The tea is just right not to strong and not to weak. They are twenty four hours but wont server lunch stuff until after 6am.  The prices are great too.,1,0,2
fx0AFrBZ1246jKGLKBgtMA,Tr1ulYYAHAw5FzEQQwZEJQ,VPO8pBUwYz1u6GoG0d2U-Q,1,2017-03-31,I really like the chicken and biscuits. But it seems to be a trend in this chain to not clean tables in the lobby. I am sitting here looking at am two employee clearly o break but ever table is dirty.,2,0,0
AKyrcWvfAUpeZoFu8zD1tQ,Tr1ulYYAHAw5FzEQQwZEJQ,lKH_cqeaeVpHdsO2dK58OA,5,2016-05-08,"other than smashing their burgers they do something else special. I mean they must to make the meat that tasty and full of flavors. It's not common to find burgers you could eat just plain but I swear you could do that with theirs.

The skinny fries are yummy to. But if your a pickle fan they have fried pickle slices with buttermilk ranch to dip in. 

I have been coming to this location since they opened and I have yet to be disappointed by the service. They are fast and friendly",1,0,1
DowGgI2Aj7QhsGBOCr680Q,Tr1ulYYAHAw5FzEQQwZEJQ,qPAkXCcMfrPMiX2YJKNJsg,4,2016-03-21,"Updated- after the gym employees were less then helpful in resolving my concerns. I wrote a letter to 24hr corporate. Shortly after the operations manager contacted me and was very helpful. She said it is not allow to drop weight from higher than your knees. However it is very loud or causing equipment to shale the employees are supposed to stop it. Due to safety concerns and the well being of the equipment. 

But at this point we had work it out ourselfs. So there is not an issue any longer.  I do stand by my previous review, I that if you don't want to deal with gym egos and muscle heads grunting and growling while they toss bar bells around. Other gyms have very strick policy's that prohibit that kind of behavior.
 However of you don't want to deal with crowds this one has a decent number of regulars between 3am and 530am.",1,1,0
B92agLfyumzrTSZNbOO0uQ,Tr1ulYYAHAw5FzEQQwZEJQ,44kd3YdkhXj5XiSPs5XNjQ,5,2015-09-04,"My party had the philly cheese steak egg rolls, having read some previous reviews I wasn't sure if they were going to be good. So I tried one with out the sause to see it the meat tasted frooze\/microwaved, it had nice flavor and the dipping sause was great

The Ceasars salad was decent. 

The 8oz bacon wrap filet was very good. The filet had just a hint of the bacon flavor which mixed well with the pepper. But sadly the side stole the show for me. That mac and cheese was amazing. It was real cheese  and something in it just made my mouth water. I had to share it will my whole table so they could see how great it was. 

Then the icing on the cake is one of my favorite waitresses from another place walked in Danielle. She's such a bright personality. I am coming back for sure",4,0,1
aIRK3ILE0uB1-mV1SEVtsg,Tr1ulYYAHAw5FzEQQwZEJQ,C74CzWHeXxchP2O5A6c95g,5,2015-05-02,Not the newest or nicest Smiths around. But they have some of the best line management. There is always someone up there directing customers and calling people up to the registers. But it looks like its going to close in June 2015 because they don't plan on renewing there lease.,1,0,1
Na7GhtNm1uSngRIfbv0WzA,Tr1ulYYAHAw5FzEQQwZEJQ,XdOxflXrlWRdL9IWzXC54Q,5,2015-06-04,"The look of this olive garden is some much warmer than the older ones. Plus it feels more upscale. 
The place is super clean. We come here often and over the course of that time we have had a few issues. But anytime there was an issue the managers fix it quick and they are always coming by the tables.",0,0,0
Y7GpWBBN_plCBFs_kjd41A,Tr1ulYYAHAw5FzEQQwZEJQ,XVA_j7ACtBZ7vx7Hda6eJw,5,2016-09-07,"This is my favorite place to stop in at after a long day. They took the time to learn my name and order. I am greeted when i come in and the wait is almost always shorter than expected. 
Just be aware that they do get busy in the evenings as people grab dinner on their way home.

The bobby is great, but the chicken cheese steak is my favorite. Always hot and yummy. Great sandwhich and the price is decent.",2,1,1
_frhcuK_k_1yvmhyqCmCWw,Tr1ulYYAHAw5FzEQQwZEJQ,HFEkIohUqGIudgqbHiK1uA,5,2015-09-13,"The ""Haizley's Hot Link Sandwich"" is wonderful. It has a lot of flavor and is a treat for your taste buds. But it is also very messy!

I keep thinking I am going to branch out and try something new but I just can't resist it!",0,0,0
-FJsK9_BgQ3dWgvwnw5w3Q,Tr1ulYYAHAw5FzEQQwZEJQ,fxuUGJ6si0QxcRKn_KNkEA,5,2016-01-20,You have to try to deep fried mushrooms. They are so good when dipped in ranch. The atmosphere in this place is friendly and fun. And the menus build to custom order. So if you have someone in your life that simply cannot order straight off the menu they would like this dinner,0,0,0
bsWxrp_ydpZyBmuUxNesMg,Tr1ulYYAHAw5FzEQQwZEJQ,pYUoaak6lIHX_8clvk5Raw,1,2015-05-17,"I am starting to think it's Kmart as a whole that has service issues. A woman  in front of me was trying to use coupons they were valid but it was something along the lines spend 20 get 5.00 off. But because her other coupon dropped the price below 20.00 they wouldn't do it. The cashier was combative and uncaring, stop the line made us all wait and listen to there fight. Then 5 minutes later calls the supervisor over who also argues with the customer. She ends up not buying anything and 5 to 6 of us get to witness some of worst service I have ever seen. So ask yourself does it make good business sense to just let the customer use the coupon and you loose five bucks or insure that everyone sees that we as customers don't matter.",1,0,0
D4ZO1dSdCkNZ15DoQ05bzg,Tr1ulYYAHAw5FzEQQwZEJQ,MqiSEnjf2cayulABkHZWyQ,5,2015-07-08,My husband surprised me with a mobile car wash today. He knows I am very pick about people touching cars. I don't go through car washes and hand wash it myself instead. Eco's  auto detailing did a wonderful job. No swirl or fine scratch marks only a smooth shiney surface. I checked the roof for water spots just because it's las vegas so now that the rain is gone were back  to 100 degrees. But nope he left no marks even with the heat drying the truck as fast as he wet it down. And the price was very reasonable.,1,0,1
FJFpUY-Wf8uVt6QyQwp-2w,Tr1ulYYAHAw5FzEQQwZEJQ,vGAJwqvfJLoeHdaM-8eRng,1,2017-08-04,"This location is good theres some great girls in the bar. But Chillis keeps shifting there image and redoing there menu. I simply cannot keep up. Everytime I get sold on our new yummy item. I start coming in regularly and poof that new shiney menu is old news and now we have something new. 

Make up your mind on what kind food you want to serve.",1,1,2
8IuDbVpgc0JqkbI9HyOBKw,Tr1ulYYAHAw5FzEQQwZEJQ,qRymrsLmlA34bC8PvNoujg,5,2016-08-22,"Greek food that will male your mouth water. This place is a jewel, beautifully decorated the servers are warm and friendly. They will explain the menu and some favorite choices if its your first time. I kept it somple and had a wrap. I wish i had talen a picture of it. But i just couldnt put it down. 
Plus is a family owned and operated. 

At the end of our meal the manager came over and thanked us for trying them out and made sure we have a good visit. Talk about a great first impression.",0,0,0
myoVpXWJ6SbLZfVrlXtDXQ,Tr1ulYYAHAw5FzEQQwZEJQ,OgnEQFk9HmF6jGVM3hUM2Q,5,2015-11-08,"They have refilled everything, I ha e been in three more times and each time the carrots and radishes are fresh and filled and they were cleaning.",0,0,0
ibPsFv-4QeqQAemuzoBbsw,Tr1ulYYAHAw5FzEQQwZEJQ,6wUkrUR89sLe15tm6MJW5A,5,2017-04-25,"I have struggled to find a dentist office to go to since moving to las vegas ten years ago. Then I found this one. I am always treated well and not made to feel like I have to pay for all those extras that happen to not be covered by insurance.
I love this office",0,0,0
umUE7ZWgiRflK4Z9MzEhHg,Tr1ulYYAHAw5FzEQQwZEJQ,LrO_Xy6lfpbTgFoJcOjY4w,5,2016-08-02,I recommend the King Arthur Supreme with the white sauce it's so good. If your someone who doesn't care for red sauce. They also have a lunch special which is very popular. This is hands down the best  pizza chain for taste. price is higher but its matched by quality.,0,0,0
bJN2ZPa0jF4xgR1gPKZP3A,Tr1ulYYAHAw5FzEQQwZEJQ,hCXknMQalY1QQZrdZGuBHg,3,2017-01-24,"I have mixed feelings here. I recently purchased an XJ not from here. They had one that was a great price and I test drove it and man Jag does know how to make a smooth ride. However, I was trading in a ram truck and the dealership wanted to lowball me on the trade because of the tax credit. It's frustrating to me as I am not a novice to buying cars I have bought and sold 50 plus cars. So I did my research and math before I came here. I knew what the trade value was on my truck, but of course the dealership says they don't use blue book, black book, edmonds or nada which is fine I don't expect full trade value but they came in 5 k less. When I told the sales me what another dealership offered he told me to go there. So I did and bought an Xj from them and sold my truck. 

However, there was an issue with the seat heater. For some reason, it only worked when the car was in park. No worry's I took it to this dealership's service department as it had factory warranty on it and was covered. I explained the problem and left my car. The service rep was very nice and helpful, made me feel very welcomed and valued, unlike the sales person. 

They called me a few days later saying there's no issue with the heater and I can come get it. They said they turned the car on and tested it with a thermometer and it heats up fine. I told them that I know it works with the car is in park, but I don't drive around in park. So I asked them to read the notices that the service rep made when I explained how to recreate the issue and call me when its fixed. 

A week later and they are replacing the heater unit. 
All in all I have very mixed feelings as the service level I received is so up and down.",0,0,0
cIAgd7X8KT9P7b7jTNHBDw,Tr1ulYYAHAw5FzEQQwZEJQ,QZgtObG3H57Ev5FnjoGjFg,5,2015-04-25,"If you go here sit in the bar, Roxanne and Linda are amazing. These two lady's have kept us coming back for several years now. 
The steak is great and cooked to the known standards now. Outback used to use their own versions of well, medium etc.
The food is somewhat pricey but it's a steakhouse so that is to be expected. The aussie cheese fries are best if you ask for layers cheese. 
Restraint is clean and we'll maintained.",0,0,0
P4NGYKZk8tCl8YUYIVfmKA,Tr1ulYYAHAw5FzEQQwZEJQ,cMHEWGbGdGy1WkThoh6oXA,4,2017-06-23,"While this is not a gym to use if you do not like crowds. It is packed even at 3:30am. The lay out is one that puts you on display. Last negative for me here is when I joined I was told that the workout class rooms would be open 24hrs. Apparently because poeple use it and didnt pick up after themselves they lock it up during the time I go. 

The gym parking lot is well lite and with the large amount of visitors you are rarely alone.
The staff is friendly and constantly cleaning up. The lobby has refreshments and health snacks for a cost of course. There are many machines to work each body part. So you can normally find a free one somewhere. My favorite thing here is the indoor track. Since moving to Las Vegas my allergys have become almost crippling. So having a place to jog is very nice.",1,0,0
